FID,SRC_AGENCY,FIRE_ID,YEAR,MONTH,DAY,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
31050,BC,1961-N00558,1961,9,4,0.1,H,Fire, 
31051,BC,1961-N00559,1961,9,4,0.1,H,Fire, 
31052,BC,1961-N00560,1961,9,5,0.1,H,Fire, 
31053,BC,1961-N00561,1961,9,5,0.1,H,Fire, 
31054,BC,1961-N00593,1961,9,23,0.1,H,Fire, 
31055,BC,1961-N00596,1961,9,20,0.1,H,Fire, 
31056,BC,1960-N00019,1960,5,26,0.1,N,Fire, 
31057,BC,1960-N00039,1960,6,22,0.6,H,Fire, 
31058,BC,1960-N00040,1960,6,22,0.1,H,Fire, 
31059,BC,1960-N00041,1960,6,23,0.1,H,Fire, 
31060,BC,1960-N00042,1960,6,23,0.1,H,Fire, 
31061,BC,1960-N00043,1960,6,23,0.1,H,Fire, 
31062,BC,1960-N00044,1960,6,23,0.1,H,Fire, 
31063,BC,1960-N00045,1960,6,23,0.1,H,Fire, 
31064,BC,1960-N00056,1960,6,28,0.1,H,Fire, 
31065,BC,1960-N00057,1960,6,28,0.1,H,Fire, 
31066,BC,1960-N00060,1960,6,30,0.1,H,Fire, 
31067,BC,1960-N00096,1960,7,4,0.1,H,Fire, 
31068,BC,1960-N00186,1960,7,18,0.1,H,Fire, 
31069,BC,1960-N00187,1960,7,18,0.1,H,Fire, 
31070,BC,1960-N00188,1960,7,18,0.1,H,Fire, 
31071,BC,1960-N00189,1960,7,18,0.1,H,Fire, 
31072,BC,1960-N00192,1960,7,19,1.3,H,Fire, 
31073,BC,1960-N00193,1960,7,19,0.4,H,Fire, 
31074,BC,1960-N00194,1960,7,19,0.7,H,Fire, 
31075,BC,1960-N00195,1960,7,18,0.1,H,Fire, 
31076,BC,1960-N00316,1960,7,29,0.1,H,Fire, 
31077,BC,1960-N00317,1960,7,26,0.1,H,Fire, 
31078,BC,1960-N00318,1960,7,26,0.1,H,Fire, 
31079,BC,1960-N00319,1960,7,26,0.1,H,Fire, 
31080,BC,1960-N00320,1960,7,26,1,H,Fire, 
31081,BC,1960-N00321,1960,7,26,226.2,H,Fire, 
31082,BC,1960-N00324,1960,7,27,1.7,H,Fire, 
31083,BC,1960-N00326,1960,7,28,0.1,H,Fire, 
31084,BC,1959-N00026,1959,5,14,0.1,H,Fire, 
31085,BC,1959-N00033,1959,5,21,0.1,N,Fire, 
31086,BC,1960-N00528,1960,3,1,0.1,H,Fire, 
31087,BC,1960-N00546,1960,8,23,0.1,H,Fire, 
31088,BC,1960-N00547,1960,8,23,0.1,H,Fire, 
31089,BC,1960-N00365,1960,7,31,0.1,H,Fire, 
31090,BC,1960-N00366,1960,7,31,0.1,H,Fire, 
31091,BC,1960-N00370,1960,7,31,0.1,N,Fire, 
31092,BC,1960-N00376,1960,7,31,0.1,N,Fire, 
31093,BC,1959-N00217,1959,8,8,27.9,H,Fire, 
31094,BC,1959-N00229,1959,8,10,0.1,H,Fire, 
31095,BC,1959-N00230,1959,8,11,0.1,H,Fire, 
31096,BC,1959-N00250,1959,8,12,0.1,N,Fire, 
31097,BC,1960-G00160,1960,7,29,0.1,H,Fire, 
31098,BC,1959-G00098,1959,5,15,0.1,H,Fire, 
31099,BC,1959-G00099,1959,5,21,0.2,H,Fire, 
31100,BC,1959-G00150,1959,7,8,6474.9,H,Fire, 
31101,BC,1959-G00151,1959,7,8,1553.9,H,Fire, 
31102,BC,1965-R00020,1965,5,17,0.1,H,Fire, 
31103,BC,1965-R00052,1965,6,7,17.4,H,Fire, 
31104,BC,1965-R00054,1965,6,8,2,H,Fire, 
31105,BC,1965-R00103,1965,7,11,0.1,H,Fire, 
31106,BC,1966-R00032,1966,5,2,0.1,H,Fire, 
31107,BC,1966-R00033,1966,5,7,0.1,H,Fire, 
31108,BC,1966-R00034,1966,4,30,0.1,H,Fire, 
31109,BC,1966-R00043,1966,5,11,0.1,H,Fire, 
31110,BC,1966-R00044,1966,5,16,0.1,H,Fire, 
31111,BC,1965-R00164,1965,7,21,0.2,H,Fire, 
31112,BC,1965-R00221,1965,7,27,0.1,N,Fire, 
31113,BC,1965-R00226,1965,7,27,44.5,N,Fire, 
31114,BC,1965-R00227,1965,7,31,0.1,H,Fire, 
31115,BC,1965-R00228,1965,7,27,24981.199,N,Fire, 
31116,BC,1966-R00048,1966,5,24,2.8,H,Fire, 
31117,BC,1966-R00074,1966,6,23,0.1,H,Fire, 
31118,BC,1966-R00085,1966,6,4,0.1,H,Fire, 
31119,BC,1966-R00119,1966,7,2,0.1,H,Fire, 
31120,BC,1966-R00129,1966,7,16,0.1,H,Fire, 
31121,BC,1966-R00130,1966,7,17,0.4,N,Fire, 
31122,BC,1966-R00146,1966,7,22,0.8,N,Fire, 
31123,BC,1965-R00105,1965,7,15,0.6,H,Fire, 
31124,BC,1965-R00165,1965,7,28,0.2,N,Fire, 
31125,BC,1965-R00317,1965,8,20,0.1,H,Fire, 
31126,BC,1960-G00300,1960,8,9,0.1,H,Fire, 
31127,BC,1965-G00186,1965,7,13,5058.5,N,Fire, 
31128,BC,1965-G00321,1965,8,10,113.3,N,Fire, 
31129,BC,1960-G00087,1960,6,25,1.2,N,Fire, 
31130,BC,1965-G00189,1965,7,15,7.2,N,Fire, 
31131,BC,1965-G00195,1965,7,15,6,N,Fire, 
31132,BC,1965-G00199,1965,7,15,0.2,N,Fire, 
31133,BC,1965-G00201,1965,7,15,0.1,N,Fire, 
31134,BC,1965-G00202,1965,7,16,0.1,N,Fire, 
31135,BC,1965-G00289,1965,8,1,72.8,N,Fire, 
31136,BC,1965-G00307,1965,7,1,2,N,Fire, 
31137,BC,1965-R00229,1965,7,30,2.8,N,Fire, 
31138,BC,1960-G00061,1960,5,11,4,H,Fire, 
31139,BC,1960-G00097,1960,7,4,0.1,H,Fire, 
31140,BC,1960-G00141,1960,7,29,60.7,N,Fire, 
31141,BC,1960-G00144,1960,7,30,129.4,N,Fire, 
31142,BC,1960-G00149,1960,7,30,0.1,N,Fire, 
31143,BC,1960-G00155,1960,7,30,4,N,Fire, 
31144,BC,1959-G00091,1959,5,16,0.4,N,Fire, 
31145,BC,1965-G00046,1965,5,21,485.6,H,Fire, 
31146,BC,1965-G00047,1965,5,22,4046.8,H,Fire, 
31147,BC,1965-G00068,1965,5,27,0.4,H,Fire, 
31148,BC,1965-G00074,1965,5,26,80.9,H,Fire, 
31149,BC,1965-G00154,1965,7,1,768.9,N,Fire, 
31150,BC,1965-G00181,1965,7,14,36.4,N,Fire, 
31151,BC,1965-G00182,1965,7,14,1576.2,N,Fire, 
31152,BC,1965-G00183,1965,7,14,48.5,N,Fire, 
31153,BC,1965-G00191,1965,7,14,6,N,Fire, 
31154,BC,1965-G00275,1965,8,1,2,N,Fire, 
31155,BC,1965-G00290,1965,8,3,1.2,N,Fire, 
31156,BC,1965-G00292,1965,8,1,9642,N,Fire, 
31157,BC,1965-G00293,1965,8,1,0.2,N,Fire, 
31158,BC,1965-G00294,1965,8,2,3674.5,N,Fire, 
31159,BC,1965-R00104,1965,7,11,0.1,H,Fire, 
31160,BC,1965-R00340,1965,9,4,0.1,N,Fire, 
31161,BC,1965-R00358,1965,9,4,0.1,N,Fire, 
31162,BC,1959-G00014,1959,3,1,0.1,H,Fire, 
31163,BC,1965-R00275,1965,8,16,0.8,H,Fire, 
31164,BC,1966-R00120,1966,7,14,0.1,H,Fire, 
31165,BC,1960-G00074,1960,5,30,0.1,H,Fire, 
31166,BC,1960-G00076,1960,6,10,0.1,H,Fire, 
31167,BC,1960-G00077,1960,3,1,0.1,H,Fire, 
31168,BC,1960-G00090,1960,6,29,0.4,H,Fire, 
31169,BC,1960-G00175,1960,8,3,1.2,N,Fire, 
31170,BC,1960-G00295,1960,8,17,0.1,H,Fire, 
31171,BC,1960-G00318,1960,4,27,6,H,Fire, 
31172,BC,1959-G00092,1959,5,16,0.8,H,Fire, 
31173,BC,1959-G00141,1959,7,3,247.6,N,Fire, 
31174,BC,1959-G00142,1959,7,3,36211.301,N,Fire, 
31175,BC,1959-G00143,1959,7,3,2,N,Fire, 
31176,BC,1959-G00148,1959,7,13,0.1,H,Fire, 
31177,BC,1959-G00149,1959,7,11,16.1,H,Fire, 
31178,BC,1965-C00325,1965,7,15,2,N,Fire, 
31179,BC,1965-G00002,1965,4,22,0.8,H,Fire, 
31180,BC,1965-G00009,1965,5,4,40.4,H,Fire, 
31181,BC,1965-G00018,1965,5,8,0.1,H,Fire, 
31182,BC,1965-G00049,1965,3,1,0.1,H,Fire, 
31183,BC,1965-G00114,1965,6,14,121.4,N,Fire, 
31184,BC,1965-G00155,1965,7,1,1089.8,N,Fire, 
31185,BC,1965-G00156,1965,7,1,1578.2,N,Fire, 
31186,BC,1965-G00173,1965,7,5,3.2,N,Fire, 
31187,BC,1965-G00176,1965,7,10,3.2,N,Fire, 
31188,BC,1965-G00177,1965,7,10,8,N,Fire, 
31189,BC,1965-G00184,1965,7,15,161.8,N,Fire, 
31190,BC,1965-G00190,1965,7,15,0.4,N,Fire, 
31191,BC,1965-G00192,1965,7,15,388.4,N,Fire, 
31192,BC,1965-G00193,1965,7,15,0.8,N,Fire, 
31193,BC,1965-G00194,1965,7,15,2023.4,N,Fire, 
31194,BC,1965-G00197,1965,7,15,0.1,N,Fire, 
31195,BC,1965-G00198,1965,7,15,0.1,N,Fire, 
31196,BC,1965-G00200,1965,7,17,0.4,N,Fire, 
31197,BC,1965-G00203,1965,7,16,20.2,N,Fire, 
31198,BC,1965-G00204,1965,7,16,40.4,N,Fire, 
31199,BC,1965-G00205,1965,7,15,80.9,N,Fire, 
31200,BC,1965-G00208,1965,7,16,0.8,N,Fire, 
31201,BC,1965-G00220,1965,7,25,0.1,N,Fire, 
31202,BC,1965-G00277,1965,3,1,0.1,H,Fire, 
31203,BC,1960-G00176,1960,8,3,0.8,H,Fire, 
31204,BC,1959-C00351,1959,5,1,10.1,H,Fire, 
31205,BC,1959-G00045,1959,5,5,4,H,Fire, 
31206,BC,1959-G00152,1959,7,7,615.1,H,Fire, 
31207,BC,1965-R00080,1965,6,19,0.1,H,Fire, 
31208,BC,1966-R00031,1966,5,3,2,H,Fire, 
31209,BC,1966-R00070,1966,5,1,0.4,H,Fire, 
31210,BC,1965-G00143,1965,6,15,18.2,N,Fire, 
31211,BC,1950-R00033,1950,6,20,4,N,Fire, 
31212,BC,1965-R00106,1965,7,18,0.1,N,Fire, 
31213,BC,1965-R00208,1965,7,27,0.1,N,Fire, 
31214,BC,1965-R00210,1965,7,27,0.1,N,Fire, 
31215,BC,1965-R00212,1965,8,5,0.1,H,Fire, 
31216,BC,1965-R00222,1965,7,28,0.1,N,Fire, 
31217,BC,1965-R00223,1965,7,28,0.1,N,Fire, 
31218,BC,1965-R00224,1965,7,28,0.1,N,Fire, 
31219,BC,1965-R00225,1965,7,27,20.2,N,Fire, 
31220,BC,1965-R00259,1965,8,12,0.1,H,Fire, 
31221,BC,1965-R00276,1965,8,17,0.1,N,Fire, 
31222,BC,1965-R00332,1965,7,28,26.3,N,Fire, 
31223,BC,1965-R00333,1965,7,27,0.1,N,Fire, 
31224,BC,1965-R00019,1965,5,8,52.6,H,Fire, 
31225,BC,1966-R00045,1966,5,17,2,H,Fire, 
31226,BC,1959-G00062,1959,5,13,498.5,H,Fire, 
31227,BC,1959-G00063,1959,5,14,13.3,H,Fire, 
31228,BC,1965-G00026,1965,5,5,113.3,H,Fire, 
31229,BC,1965-G00027,1965,5,8,420.8,H,Fire, 
31230,BC,1965-G00048,1965,5,24,95.1,H,Fire, 
31231,BC,1965-G00102,1965,6,13,1116.9,H,Fire, 
31232,BC,1965-G00322,1965,8,5,0.4,N,Fire, 
31233,BC,1965-G00329,1965,8,19,0.1,H,Fire, 
31234,BC,1960-G00085,1960,5,25,56.6,H,Fire, 
31235,BC,1960-G00324,1960,3,1,60.7,H,Fire, 
31236,BC,1959-G00115,1959,5,30,388.4,H,Fire, 
31237,BC,1965-G00007,1965,5,6,6,H,Fire, 
31238,BC,1965-G00015,1965,5,7,12.5,H,Fire, 
31239,BC,1965-G00025,1965,5,10,12.1,H,Fire, 
31240,BC,1965-G00119,1965,6,16,10.1,H,Fire, 
31241,BC,1965-G00187,1965,7,14,0.1,N,Fire, 
31242,BC,1965-G00188,1965,7,14,1.2,N,Fire, 
31243,BC,1965-G00264,1965,7,29,8,N,Fire, 
31244,BC,1965-R00278,1965,8,1,5179.9,N,Fire, 
31245,BC,1965-R00334,1965,7,28,1035.9,N,Fire, 
31246,BC,1966-R00018,1966,4,28,2,H,Fire, 
31247,BC,1965-R00255,1965,7,24,0.1,H,Fire, 
31248,BC,1965-R00256,1965,8,7,0.1,H,Fire, 
31249,BC,1965-R00257,1965,8,8,0.4,N,Fire, 
31250,BC,1966-R00050,1966,5,26,0.1,H,Fire, 
31251,BC,1966-R00121,1966,7,12,32.3,H,Fire, 
31252,BC,1965-R00258,1965,8,7,0.1,N,Fire, 
31253,BC,1966-R00166,1966,7,25,0.1,N,Fire, 
31254,BC,1966-R00167,1966,7,25,0.1,N,Fire, 
31255,BC,1966-R00168,1966,7,25,0.8,N,Fire, 
31256,BC,1960-G00168,1960,8,1,178,N,Fire, 
31257,BC,1960-G00248,1960,8,1,492.5,N,Fire, 
31258,BC,1960-G00327,1960,4,28,40.4,H,Fire, 
31259,BC,1959-G00015,1959,5,3,0.8,H,Fire, 
31260,BC,1959-G00049,1959,5,13,178,H,Fire, 
31261,BC,1965-G00117,1965,6,17,56.6,H,Fire, 
31262,BC,1965-G00217,1965,7,26,1.6,N,Fire, 
31263,BC,1959-G00050,1959,5,12,258.9,H,Fire, 
31264,BC,1965-G00266,1965,7,31,0.4,N,Fire, 
31265,BC,1965-G00295,1965,8,2,18704.5,N,Fire, 
31266,BC,1965-G00296,1965,8,2,2768,N,Fire, 
31267,BC,1960-G00055,1960,5,11,32.3,H,Fire, 
31268,BC,1960-G00123,1960,7,19,323.7,H,Fire, 
31269,BC,1960-G00323,1960,3,1,0.1,H,Fire, 
31270,BC,1959-G00059,1959,5,15,607,H,Fire, 
31271,BC,1965-G00315,1965,8,13,2,H,Fire, 
31272,BC,1965-G00319,1965,8,14,0.1,H,Fire, 
31273,BC,1965-R00207,1965,7,27,0.8,N,Fire, 
31274,BC,1965-R00166,1965,7,27,1.2,N,Fire, 
31275,BC,1965-R00167,1965,7,27,3.6,N,Fire, 
31276,BC,1965-R00197,1965,7,27,121.4,N,Fire, 
31277,BC,1965-R00235,1965,7,27,0.1,N,Fire, 
31278,BC,1965-R00239,1965,7,27,0.1,N,Fire, 
31279,BC,1965-R00268,1965,7,27,0.1,N,Fire, 
31280,BC,1965-R00269,1965,8,19,0.8,N,Fire, 
31281,BC,1965-R00306,1965,8,19,0.1,H,Fire, 
31282,BC,1965-R00314,1965,8,25,0.2,N,Fire, 
31283,BC,1965-R00315,1965,8,25,0.1,N,Fire, 
31284,BC,1966-R00100,1966,7,6,15.7,H,Fire, 
31285,BC,1965-R00386,1965,9,1,0.2,N,Fire, 
31286,BC,1965-R00420,1965,7,27,0.4,N,Fire, 
31287,BC,1960-G00052,1960,4,1,0.1,H,Fire, 
31288,BC,1960-G00066,1960,3,1,0.1,H,Fire, 
31289,BC,1960-G00068,1960,3,1,0.1,H,Fire, 
31290,BC,1960-G00125,1960,7,18,0.4,H,Fire, 
31291,BC,1960-G00142,1960,7,30,0.2,N,Fire, 
31292,BC,1960-G00143,1960,7,30,0.1,N,Fire, 
31293,BC,1960-G00145,1960,7,30,0.1,N,Fire, 
31294,BC,1960-G00146,1960,7,30,0.2,N,Fire, 
31295,BC,1960-G00147,1960,7,30,0.1,N,Fire, 
31296,BC,1960-G00304,1960,8,15,0.1,H,Fire, 
31297,BC,1960-G00316,1960,9,26,0.1,H,Fire, 
31298,BC,1960-G00319,1960,4,27,20.2,H,Fire, 
31299,BC,1960-G00321,1960,4,12,20.2,H,Fire, 
31300,BC,1960-G00325,1960,4,27,56.6,H,Fire, 
31301,BC,1960-G00326,1960,4,28,48.5,H,Fire, 
31302,BC,1959-G00012,1959,5,8,40.4,H,Fire, 
31303,BC,1959-G00013,1959,5,10,513.9,H,Fire, 
31304,BC,1959-G00016,1959,5,4,0.8,H,Fire, 
31305,BC,1959-G00046,1959,5,13,97.1,H,Fire, 
31306,BC,1959-G00047,1959,5,13,56.6,H,Fire, 
31307,BC,1959-G00048,1959,5,13,258.9,H,Fire, 
31308,BC,1959-G00051,1959,5,12,776.9,H,Fire, 
31309,BC,1959-G00052,1959,5,13,602.9,H,Fire, 
31310,BC,1959-G00053,1959,5,13,4,H,Fire, 
31311,BC,1959-G00054,1959,5,13,48.5,H,Fire, 
31312,BC,1959-G00055,1959,5,13,10.1,H,Fire, 
31313,BC,1959-G00056,1959,5,13,48.5,H,Fire, 
31314,BC,1959-G00057,1959,5,14,1294.9,H,Fire, 
31315,BC,1959-G00058,1959,5,14,424.9,H,Fire, 
31316,BC,1959-G00060,1959,5,15,141.6,H,Fire, 
31317,BC,1959-G00061,1959,5,14,0.4,H,Fire, 
31318,BC,1959-G00087,1959,5,16,0.4,N,Fire, 
31319,BC,1959-G00088,1959,3,1,0.8,H,Fire, 
31320,BC,1959-G00090,1959,5,18,2962.3,H,Fire, 
31321,BC,1959-G00114,1959,5,31,97.1,H,Fire, 
31322,BC,1959-G00137,1959,3,1,0.1,H,Fire, 
31323,BC,1965-G00008,1965,5,5,12.1,H,Fire, 
31324,BC,1965-G00010,1965,5,6,6,H,Fire, 
31325,BC,1965-G00011,1965,5,8,206.3,H,Fire, 
31326,BC,1965-G00012,1965,5,9,0.1,H,Fire, 
31327,BC,1965-G00076,1965,6,4,24.2,H,Fire, 
31328,BC,1965-G00098,1965,6,14,8,H,Fire, 
31329,BC,1965-G00101,1965,6,15,0.2,H,Fire, 
31330,BC,1965-G00118,1965,6,17,5.6,H,Fire, 
31331,BC,1965-G00267,1965,7,31,0.1,H,Fire, 
31332,BC,1965-G00309,1965,8,9,8,N,Fire, 
31333,BC,1965-G00320,1965,8,14,0.1,H,Fire, 
31334,BC,1965-R00296,1965,7,27,0.1,N,Fire, 
31335,BC,1965-R00411,1965,9,28,0.1,H,Fire, 
31336,BC,1960-G00166,1960,8,1,150.9,N,Fire, 
31337,BC,1960-G00154,1960,7,30,7452.7,N,Fire, 
31338,BC,1960-G00165,1960,7,27,3,N,Fire, 
31339,BC,1960-G00322,1960,4,12,40.4,H,Fire, 
31340,BC,1965-G00038,1965,5,10,5.4,H,Fire, 
31341,BC,1965-G00039,1965,5,10,2.2,H,Fire, 
31342,BC,1965-G00075,1965,6,8,6,H,Fire, 
31343,BC,1960-G00050,1960,5,8,89.8,H,Fire, 
31344,BC,1960-G00051,1960,5,9,0.1,H,Fire, 
31345,BC,1960-G00056,1960,5,3,155.3,H,Fire, 
31346,BC,1960-G00058,1960,4,28,284.8,H,Fire, 
31347,BC,1960-G00060,1960,5,10,81.7,H,Fire, 
31348,BC,1960-G00062,1960,5,7,24.2,H,Fire, 
31349,BC,1960-G00063,1960,5,9,569.7,H,Fire, 
31350,BC,1960-G00078,1960,6,11,728.4,H,Fire, 
31351,BC,1960-G00079,1960,6,11,2,H,Fire, 
31352,BC,1960-G00095,1960,7,10,46.5,N,Fire, 
31353,BC,1960-G00108,1960,7,13,0.2,N,Fire, 
31354,BC,1960-G00120,1960,7,16,81.3,H,Fire, 
31355,BC,1960-G00153,1960,8,1,0.6,H,Fire, 
31356,BC,1960-G00267,1960,8,8,14.9,H,Fire, 
31357,BC,1960-G00320,1960,4,26,52.6,H,Fire, 
31358,BC,1959-G00020,1959,4,29,0.1,H,Fire, 
31359,BC,1959-G00035,1959,5,13,40.4,H,Fire, 
31360,BC,1959-G00044,1959,5,13,32.3,H,Fire, 
31361,BC,1959-G00070,1959,5,13,1622.7,H,Fire, 
31362,BC,1959-G00071,1959,5,13,39.2,H,Fire, 
31363,BC,1959-G00073,1959,5,18,579.5,H,Fire, 
31364,BC,1959-G00076,1959,5,19,60.7,H,Fire, 
31365,BC,1959-G00079,1959,5,15,184.1,H,Fire, 
31366,BC,1959-G00081,1959,5,15,2136.7,H,Fire, 
31367,BC,1959-G00083,1959,5,22,162.2,H,Fire, 
31368,BC,1959-G00084,1959,5,22,8660.2,H,Fire, 
31369,BC,1959-G00089,1959,5,16,258.9,H,Fire, 
31370,BC,1959-G00093,1959,5,27,121.4,H,Fire, 
31371,BC,1959-G00100,1959,5,15,242.8,H,Fire, 
31372,BC,1959-G00122,1959,6,9,6.4,H,Fire, 
31373,BC,1965-G00028,1965,5,10,0.1,H,Fire, 
31374,BC,1965-G00029,1965,5,10,0.2,H,Fire, 
31375,BC,1965-G00030,1965,5,10,12.1,H,Fire, 
31376,BC,1965-G00031,1965,5,7,18.2,H,Fire, 
31377,BC,1965-G00032,1965,5,11,35.6,H,Fire, 
31378,BC,1965-G00035,1965,5,13,25.8,H,Fire, 
31379,BC,1965-G00037,1965,5,12,121.4,H,Fire, 
31380,BC,1965-G00040,1965,5,10,0.1,H,Fire, 
31381,BC,1965-G00069,1965,5,25,0.8,H,Fire, 
31382,BC,1965-G00084,1965,6,1,12.1,H,Fire, 
31383,BC,1965-G00085,1965,6,7,0.1,H,Fire, 
31384,BC,1965-G00088,1965,6,1,0.1,H,Fire, 
31385,BC,1965-G00139,1965,6,12,0.8,H,Fire, 
31386,BC,1965-G00140,1965,6,18,4,H,Fire, 
31387,BC,1965-G00316,1965,8,11,0.1,H,Fire, 
31388,BC,1960-G00178,1960,7,30,0.8,H,Fire, 
31389,BC,1965-G00019,1965,5,10,49.7,H,Fire, 
31390,BC,1965-G00021,1965,5,10,1,H,Fire, 
31391,BC,1965-G00041,1965,5,15,2.4,H,Fire, 
31392,BC,1965-G00099,1965,6,14,1926.3,N,Fire, 
31393,BC,1960-G00114,1960,7,14,0.1,N,Fire, 
31394,BC,1965-R00031,1965,5,23,0.1,H,Fire, 
31395,BC,1965-R00075,1965,6,17,0.1,H,Fire, 
31396,BC,1965-R00076,1965,6,21,0.1,H,Fire, 
31397,BC,1965-R00082,1965,6,28,0.1,H,Fire, 
31398,BC,1965-R00117,1965,7,27,0.1,N,Fire, 
31399,BC,1965-R00118,1965,7,27,0.1,N,Fire, 
31400,BC,1965-R00119,1965,7,27,0.1,N,Fire, 
31401,BC,1965-R00120,1965,7,27,0.1,N,Fire, 
31402,BC,1965-R00121,1965,7,27,10.5,N,Fire, 
31403,BC,1965-R00122,1965,7,27,6,N,Fire, 
31404,BC,1965-R00123,1965,7,27,0.6,N,Fire, 
31405,BC,1965-R00124,1965,7,27,3.2,N,Fire, 
31406,BC,1965-R00126,1965,7,27,0.1,N,Fire, 
31407,BC,1965-R00127,1965,7,27,0.2,N,Fire, 
31408,BC,1965-R00128,1965,7,27,0.1,N,Fire, 
31409,BC,1965-R00129,1965,7,27,0.1,N,Fire, 
31410,BC,1965-R00130,1965,7,27,0.1,N,Fire, 
31411,BC,1965-R00131,1965,7,27,0.1,N,Fire, 
31412,BC,1965-R00132,1965,7,27,0.1,N,Fire, 
31413,BC,1965-R00134,1965,7,27,0.1,N,Fire, 
31414,BC,1965-R00136,1965,7,27,0.1,N,Fire, 
31415,BC,1965-R00140,1965,7,27,4,N,Fire, 
31416,BC,1966-R00003,1966,4,18,1.2,H,Fire, 
31417,BC,1965-R00141,1965,7,27,142.4,N,Fire, 
31418,BC,1965-R00142,1965,7,27,323.7,N,Fire, 
31419,BC,1965-R00143,1965,7,27,0.1,N,Fire, 
31420,BC,1965-R00168,1965,7,27,0.1,N,Fire, 
31421,BC,1965-R00170,1965,7,27,6,N,Fire, 
31422,BC,1965-R00172,1965,7,27,0.1,N,Fire, 
31423,BC,1965-R00173,1965,7,27,0.1,N,Fire, 
31424,BC,1965-R00174,1965,7,27,0.1,N,Fire, 
31425,BC,1965-R00175,1965,7,27,0.7,N,Fire, 
31426,BC,1965-R00182,1965,7,27,0.1,N,Fire, 
31427,BC,1965-R00183,1965,7,26,0.1,N,Fire, 
31428,BC,1965-R00184,1965,7,28,0.1,N,Fire, 
31429,BC,1965-R00190,1965,7,28,0.1,N,Fire, 
31430,BC,1965-R00192,1965,7,27,0.1,N,Fire, 
31431,BC,1965-R00193,1965,7,28,0.1,N,Fire, 
31432,BC,1965-R00194,1965,7,27,0.1,N,Fire, 
31433,BC,1965-R00195,1965,7,28,0.1,N,Fire, 
31434,BC,1965-R00198,1965,7,30,0.1,N,Fire, 
31435,BC,1965-R00200,1965,7,27,0.1,N,Fire, 
31436,BC,1965-R00204,1965,7,27,0.1,N,Fire, 
31437,BC,1965-R00205,1965,7,27,0.1,N,Fire, 
31438,BC,1965-R00206,1965,7,27,0.1,N,Fire, 
31439,BC,1965-R00209,1965,7,27,9.1,N,Fire, 
31440,BC,1965-R00214,1965,7,27,0.1,N,Fire, 
31441,BC,1965-R00215,1965,7,27,0.1,N,Fire, 
31442,BC,1965-R00232,1965,7,27,0.1,N,Fire, 
31443,BC,1965-R00236,1965,7,27,0.1,N,Fire, 
31444,BC,1965-R00237,1965,7,27,0.1,N,Fire, 
31445,BC,1965-R00238,1965,7,27,0.1,N,Fire, 
31446,BC,1965-R00303,1965,8,20,0.1,N,Fire, 
31447,BC,1965-R00318,1965,8,27,0.1,N,Fire, 
31448,BC,1965-R00319,1965,8,27,0.1,N,Fire, 
31449,BC,1965-R00320,1965,8,29,0.1,N,Fire, 
31450,BC,1966-R00053,1966,5,30,0.1,H,Fire, 
31451,BC,1966-R00063,1966,6,7,0.1,H,Fire, 
31452,BC,1966-R00087,1966,6,24,0.4,H,Fire, 
31453,BC,1965-R00321,1965,8,29,0.1,N,Fire, 
31454,BC,1965-R00345,1965,9,3,0.1,N,Fire, 
31455,BC,1965-R00346,1965,7,27,0.1,N,Fire, 
31456,BC,1965-R00347,1965,7,27,0.1,N,Fire, 
31457,BC,1965-R00373,1965,9,14,82.9,H,Fire, 
31458,BC,1965-R00378,1965,9,18,0.1,H,Fire, 
31459,BC,1965-R00403,1965,9,2,0.1,N,Fire, 
31460,BC,1965-R00418,1965,7,27,0.1,N,Fire, 
31461,BC,1965-R00419,1965,7,27,0.1,N,Fire, 
31462,BC,1966-R00154,1966,7,24,0.1,N,Fire, 
31463,BC,1966-R00156,1966,7,24,0.1,N,Fire, 
31464,BC,1966-R00170,1966,7,24,0.1,N,Fire, 
31465,BC,1966-R00172,1966,7,12,1.2,H,Fire, 
31466,BC,1966-R00001,1966,4,12,2,H,Fire, 
31467,BC,1966-R00011,1966,4,28,1.2,H,Fire, 
31468,BC,1966-R00099,1966,7,5,0.1,H,Fire, 
31469,BC,1965-R00047,1965,5,30,2,H,Fire, 
31470,BC,1965-R00048,1965,5,27,0.1,H,Fire, 
31471,BC,1965-R00060,1965,6,11,1,H,Fire, 
31472,BC,1965-R00077,1965,6,22,0.1,H,Fire, 
31473,BC,1965-R00100,1965,7,7,0.1,H,Fire, 
31474,BC,1965-R00135,1965,7,27,3.2,N,Fire, 
31475,BC,1965-R00137,1965,7,27,0.1,N,Fire, 
31476,BC,1965-R00155,1965,7,28,0.1,N,Fire, 
31477,BC,1965-R00185,1965,7,27,0.1,N,Fire, 
31478,BC,1965-R00188,1965,7,28,0.1,N,Fire, 
31479,BC,1965-R00196,1965,7,27,0.4,N,Fire, 
31480,BC,1965-R00250,1965,8,8,0.1,N,Fire, 
31481,BC,1966-R00059,1966,5,1,0.1,H,Fire, 
31482,BC,1966-R00102,1966,7,6,0.1,H,Fire, 
31483,BC,1965-R00348,1965,9,7,2.4,H,Fire, 
31484,BC,1965-R00369,1965,9,12,0.1,H,Fire, 
31485,BC,1965-R00370,1965,9,12,0.4,H,Fire, 
31486,BC,1965-R00371,1965,9,1,0.4,H,Fire, 
