FID,SRC_AGENCY,FIRE_ID,YEAR,MONTH,DAY,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
367428,NT,ZF032-21,2021,7,17,1,N, , 
367429,NT,VQ014-21,2021,7,22,359.1,N, ,MON
367430,NT,EV021-21,2021,7,22,0.1,N, , 
367431,NT,VQ005-21,2021,7,21,1300.4,N, ,MON
367432,NT,FS003-21,2021,6,9,1,N, , 
367433,NT,VQ017-21,2021,7,29,26.6,N, ,MON
367434,NT,ZF042-21,2021,7,29,9260.5,N, ,MON
367435,NT,FS012-21,2021,6,30,0.5,N, ,MON
367436,NT,FS009-21,2021,6,30,7.2,N, , 
367437,NT,ZF023-21,2021,7,11,505.7,N, ,MON
367438,NT,EV008-21,2021,7,7,6.5,N, , 
367439,NT,FS014-21,2021,7,5,1.4,N, ,MON
367440,NT,VQ009-21,2021,7,21,25.4,N, ,MON
367441,NT,FS018-21,2021,7,9,1616.1,N, ,MON
367442,NT,ZF045-21,2021,0,0,63.4,U, , 
367443,PC,2018NA2,2018,7,28,169.6,H, ,MOD
367444,PC,2018NA4,2018,8,21,40.9,N, ,MOD
367445,PC,2018NA1,2018,5,26,6195.1,N, ,MOD
367446,PC,2006-NA-1,2006,7,20,8000,N, , 
367447,PC,2018NA3,2018,8,16,33.5,N, ,MOD
367448,PC,2005-WB-29,2005,7,3,1,N, , 
367449,PC,2018WB7,2018,6,24,115.9,N, ,MOD
367450,PC,2018WB10,2018,7,10,3461.9,N, ,MOD
367451,PC,2007-WB-3,2007,6,2,10,N, , 
367452,PC,2007-WB-6,2007,7,17,12,N, , 
367453,PC,2007-WB-10,2007,7,23,0.2,N, , 
367454,PC,2006-WB-2,2006,5,15,8,N, , 
367455,PC,2006-WB-12,2006,6,19,50,N, , 
367456,PC,2006-WB-15,2006,6,20,1.1,N, , 
367457,PC,2006-WB-22,2006,6,27,0.2,N, , 
367458,PC,2006-WB-27,2006,6,28,350,N, , 
367459,PC,2006-WB-37,2006,7,15,102,N, , 
367460,PC,2006-WB-38,2006,7,15,3,N, , 
367461,PC,2006-WB-39,2006,7,24,1.1,N, , 
367462,PC,2006-WB-40,2006,7,28,10,N, , 
367463,PC,2005-WB-1,2005,5,31,16,N, , 
367464,PC,2005-WB-5,2005,6,3,2,N, , 
367465,PC,2005-WB-6,2005,6,7,741,N, , 
367466,PC,2005-WB-7,2005,6,7,100,N, , 
367467,PC,2005-WB-14,2005,6,8,0.2,N, , 
367468,PC,2005-WB-15,2005,6,8,20,N, , 
367469,PC,2005-WB-16,2005,6,8,9826,N, , 
367470,PC,2005-WB-17,2005,6,9,40,N, , 
367471,PC,2005-WB-18,2005,6,9,1403,N, , 
367472,PC,2005-WB-21,2005,6,29,5,N, , 
367473,PC,2005-WB-22,2005,6,29,0.5,N, , 
367474,PC,2005-WB-23,2005,6,29,0.2,N, , 
367475,PC,2005-WB-26,2005,7,1,20,N, , 
367476,PC,2005-WB-27,2005,7,1,6,N, , 
367477,PC,2005-WB-30,2005,7,4,392,N, , 
367478,PC,2005-WB-31,2005,7,4,30,N, , 
367479,PC,2005-WB-34,2005,7,4,1400,N, , 
367480,PC,2005-WB-35,2005,7,29,250,N, , 
367481,PC,2005-WB-36,2005,6,9,2,N, , 
367482,PC,2007-WB-9,2007,7,23,6700,N, , 
367483,PC,2006-WB-31,2006,7,3,25,N, , 
367484,PC,2018WB14,2018,8,17,3582.3,N, ,MOD
367485,PC,2005-WB-24,2005,7,1,1,N, , 
367486,PC,2005-WB-25,2005,7,1,0.2,N, , 
367487,PC,2007-VU-2,2007,7,13,650,N, , 
367488,PC,53WB019,1953,6,6,0.6,H, , 
367489,PC,55WB121,1955,8,13,809.4,N, , 
367490,PC,69WB019,1969,8,1,1.2,H, , 
367491,PC,71WB002,1971,5,5,0.4,H, , 
367492,PC,72WB003,1972,5,25,0.1,U, , 
367493,PC,74WB018,1973,8,7,0.1,N, , 
367494,PC,79WB027,1979,6,26,0,N, , 
367495,PC,79WB050,1979,6,30,0.4,N, , 
367496,PC,79WB072,1979,7,7,0.2,N, , 
367497,PC,82WB037,1982,3,30,10,N, , 
367498,PC,90WB035,1990,7,27,0.1,N, , 
367499,PC,90WB041,1990,7,30,0.2,N, , 
367500,PC,2012WB8,2012,7,6,4,N, , 
367501,PC,2016WB20,2016,8,7,0.9,N, ,FUL
367502,PC,2017WB10,2017,6,3,15,N, ,FUL
367503,PC,2004-NA-2,2004,6,28,1151,N, , 
367504,PC,2001-NA-1,2001,8,15,5500,N, , 
367505,PC,2004-NA-1,2004,6,22,584,N, , 
367506,PC,2003-WB-13,2003,8,2,1980,N, , 
367507,PC,2003-WB-14,2003,8,2,240,N, , 
367508,PC,2000-WB-9,2000,6,28,6,N, , 
367509,PC,2000-WB-10,2000,6,28,20,N, , 
367510,PC,2000-WB-38,2000,7,27,1,N, , 
367511,PC,47WB017,1947,7,28,200,N, , 
367512,PC,47WB018,1947,7,28,400,H, , 
367513,PC,50WB071,1950,7,30,1.2,N, , 
367514,PC,70WB036,1970,7,20,3556.1,N, , 
367515,PC,70WB040,1970,7,21,26304,U, , 
367516,PC,71WB003,1971,5,13,4,H, , 
367517,PC,71WB006,1971,6,5,3136.4,N, , 
367518,PC,71WB007,1971,6,9,0.8,N, , 
367519,PC,71WB053,1971,7,17,182.1,N, , 
367520,PC,72WB020,1972,7,14,3.6,N, , 
367521,PC,73WB016,1973,5,23,0.1,U, , 
367522,PC,73WB022,1973,6,18,0.1,N, , 
367523,PC,73WB034,1973,7,28,0.1,N, , 
367524,PC,73WB035,1973,7,28,0.1,N, , 
367525,PC,74WB002,1974,6,4,0.6,N, , 
367526,PC,2018WB16,2018,11,1,0.1,H, ,MOD
367527,PC,2005-WB-2,2005,1,6,0.1,N, , 
367528,PC,2005-WB-9,2005,6,7,2,N, , 
367529,PC,2006-WB-19,2006,6,23,1590,N, , 
367530,PC,2006-WB-32,2006,7,5,1,N, , 
367531,PC,2000-BA-12,2000,10,25,0.1,H, , 
367532,PC,2004-WB-2,2004,6,3,42,N, , 
367533,PC,2004-WB-3,2004,6,9,90960,N, , 
367534,PC,2004-WB-8,2004,7,10,1,N, , 
367535,PC,2004-WB-16,2004,7,11,2235,N, , 
367536,PC,2004-WB-17,2004,7,11,1,N, , 
367537,PC,2004-WB-21,2004,7,11,51970,N, , 
367538,PC,2004-WB-22,2004,7,11,1,N, , 
367539,PC,2004-WB-25,2004,7,11,7000,N, , 
367540,PC,2004-WB-26,2004,7,11,0.1,N, , 
367541,PC,2004-WB-27,2004,7,11,0,N, , 
367542,PC,2004-WB-33,2004,7,15,0.1,N, , 
367543,PC,2004-WB-35,2004,7,11,19600,N, , 
367544,PC,2004-WB-37,2004,7,17,30,N, , 
367545,PC,2004-WB-38,2004,7,17,0.1,N, , 
367546,PC,2004-WB-39,2004,7,17,0.1,N, , 
367547,PC,2004-WB-42,2004,7,21,2765,N, , 
367548,PC,2004-WB-44,2004,7,23,0.1,N, , 
367549,PC,2003-WB-1,2003,6,16,10,N, , 
367550,PC,2003-WB-2,2003,6,26,1,N, , 
367551,PC,2003-WB-4,2003,6,26,0.8,N, , 
367552,PC,2003-WB-6,2003,7,29,3700,N, , 
367553,PC,2003-WB-8,2003,7,30,800,N, , 
367554,PC,2003-WB-9,2003,7,31,585,N, , 
367555,PC,2003-WB-11,2003,8,1,2,N, , 
367556,PC,2003-WB-12,2003,8,2,6,N, , 
367557,PC,2002-WB-7,2002,6,7,2,N, , 
367558,PC,2002-WB-8,2002,6,7,15,N, , 
367559,PC,2002-WB-9,2002,6,7,1,N, , 
367560,PC,2002-WB-15,2002,6,25,15,N, , 
367561,PC,2001-WB-2,2001,6,9,10,N, , 
367562,PC,2001-WB-4,2001,6,22,4760,N, , 
367563,PC,2001-WB-5,2001,6,23,2.5,N, , 
367564,PC,2001-WB-6,2001,6,25,656,N, , 
367565,PC,2001-WB-19,2001,7,30,60,N, , 
367566,PC,2001-WB-21,2001,8,17,125,N, , 
367567,PC,2000-WB-3,2000,6,23,10,N, , 
367568,PC,2000-WB-5,2000,6,28,36,N, , 
367569,PC,2000-WB-6,2000,6,28,15,N, , 
367570,PC,2000-WB-7,2000,6,28,50,N, , 
367571,PC,2000-WB-8,2000,6,28,407,N, , 
367572,PC,2000-WB-11,2000,6,29,1,N, , 
367573,PC,2000-WB-12,2000,6,29,2,N, , 
367574,PC,2000-WB-13,2000,6,29,0.5,N, , 
367575,PC,2000-WB-16,2000,7,1,1.5,N, , 
367576,PC,2000-WB-18,2000,7,2,558,N, , 
367577,PC,2000-WB-19,2000,7,2,2,N, , 
367578,PC,2000-WB-20,2000,7,3,18,N, , 
367579,PC,2000-WB-22,2000,7,7,1,N, , 
367580,PC,2000-WB-27,2000,7,21,4,N, , 
367581,PC,2000-WB-32,2000,7,25,3,N, , 
367582,PC,2000-WB-33,2000,7,25,2,N, , 
367583,PC,2000-WB-35,2000,7,25,34,N, , 
367584,PC,2000-WB-37,2000,7,27,280,N, , 
367585,PC,2000-WB-44,2000,8,6,102,N, , 
367586,PC,46WB016,1946,7,11,3,H, , 
367587,PC,46WB041,1946,8,15,117900,H, , 
367588,PC,47WB015,1947,7,27,400,N, , 
367589,PC,48WB049,1948,7,18,1700,N, , 
367590,PC,48WB050,1948,7,19,1600,N, , 
367591,PC,55WB076,1955,7,6,11008,N, , 
367592,PC,55WB073,1955,7,7,3702.9,N, , 
367593,PC,55WB099,1955,7,13,161.9,N, , 
367594,PC,55WB110,1955,7,13,2023.5,N, , 
367595,PC,60WB002,1960,6,25,3.3,N, , 
367596,PC,61WB012,1961,8,30,0.4,N, , 
367597,PC,64WB004,1964,6,17,0.3,N, , 
367598,PC,64WB006,1964,7,9,3.2,N, , 
367599,PC,66WB001,1966,6,13,9116.1,N, , 
367600,PC,69WB003,1969,6,30,2802.1,N, , 
367601,PC,69WB005,1969,7,11,1,N, , 
367602,PC,69WB006,1969,7,11,0.8,N, , 
367603,PC,69WB007,1969,7,12,133.5,N, , 
367604,PC,69WB009,1969,7,14,0.2,H, , 
367605,PC,69WB020,1969,8,3,1.2,N, , 
367606,PC,69WB021,1969,8,5,24.3,N, , 
367607,PC,70WB016,1970,7,3,89,N, , 
367608,PC,70WB017,1970,7,3,3393,N, , 
367609,PC,70WB029,1970,7,13,0.3,N, , 
367610,PC,70WB032,1970,7,19,5050.6,N, , 
367611,PC,70WB039,1970,7,19,4,N, , 
367612,PC,70WB034,1970,7,20,3456.1,N, , 
367613,PC,70WB037,1970,7,20,0.3,N, , 
367614,PC,70WB043,1970,8,4,1,N, , 
367615,PC,70WB056,1970,8,14,1,N, , 
367616,PC,70WB057,1970,8,14,0.1,N, , 
367617,PC,71WB011,1971,6,8,0.1,N, , 
367618,PC,71WB012,1971,6,8,0.1,N, , 
367619,PC,71WB013,1971,6,8,0.3,N, , 
367620,PC,71WB008,1971,6,9,0.4,N, , 
367621,PC,71WB009,1971,6,9,4,N, , 
367622,PC,71WB010,1971,6,9,0.4,N, , 
367623,PC,71WB019,1971,7,1,4,N, , 
367624,PC,71WB020,1971,7,1,0.4,N, , 
367625,PC,71WB028,1971,7,3,0.4,N, , 
367626,PC,71WB030,1971,7,3,0.8,N, , 
367627,PC,71WB031,1971,7,3,0.1,N, , 
367628,PC,71WB032,1971,7,3,0.2,N, , 
367629,PC,71WB033,1971,7,3,0.1,N, , 
367630,PC,71WB035,1971,7,3,2,N, , 
367631,PC,71WB038,1971,7,4,21756,N, , 
367632,PC,71WB047,1971,7,9,194.3,N, , 
367633,PC,71WB051,1971,7,12,0.2,N, , 
367634,PC,71WB052,1971,7,12,0.1,N, , 
367635,PC,71WB057,1971,7,27,0.1,N, , 
367636,PC,71WB059,1971,8,3,0.1,N, , 
367637,PC,71WB060,1971,8,3,40405,N, , 
367638,PC,71WB061,1971,8,3,6043.7,N, , 
367639,PC,71WB062,1971,8,3,0.1,N, , 
367640,PC,71WB063,1971,8,3,0.1,N, , 
367641,PC,71WB083,1971,8,28,0.1,N, , 
367642,PC,72WB002,1972,5,26,0.1,H, , 
367643,PC,72WB005,1972,6,1,0.8,N, , 
367644,PC,72WB010,1972,6,21,129.5,N, , 
367645,PC,72WB016,1972,6,24,0.1,N, , 
367646,PC,72WB027,1972,8,20,34,N, , 
367647,PC,72WB030,1972,8,22,127,N, , 
367648,PC,73WB011,1973,5,17,0.1,N, , 
367649,PC,73WB018,1973,5,29,583,N, , 
367650,PC,73WB024,1973,6,21,190.3,N, , 
367651,PC,73WB025,1973,6,21,6.1,N, , 
367652,PC,73WB028,1973,7,3,6.9,N, , 
367653,PC,73WB030,1973,7,18,0.1,N, , 
367654,PC,73WB031,1973,7,18,0.1,N, , 
367655,PC,73WB038,1973,7,30,0.1,N, , 
367656,PC,73WB039,1973,8,1,6.9,N, , 
367657,PC,74WB008,1974,2,28,0.1,H, , 
367658,PC,74WB003,1974,6,9,7.4,N, , 
367659,PC,74WB014,1974,7,8,0.1,N, , 
367660,PC,75WB003,1975,6,13,2.2,N, , 
367661,PC,75WB010,1975,7,3,0.8,N, , 
367662,PC,75WB011,1975,7,3,1.4,N, , 
367663,PC,2018WB3,2018,6,1,3,N, ,FUL
367664,PC,2018WB6,2018,6,24,11.8,N, ,FUL
367665,PC,2018WB8,2018,6,24,0.1,N, ,FUL
367666,PC,2018WB9,2018,6,26,0.1,N, ,FUL
367667,PC,2018WB11,2018,8,3,4.3,N, ,MOD
367668,PC,2018WB12,2018,8,4,4752.6,N, ,MOD
367669,PC,2018WB13,2018,8,4,6.2,N, ,MOD
367670,PC,2018WB15,2018,10,8,0.1,H, ,FUL
367671,PC,2018WB17,2018,11,1,2,H, ,MOD
367672,PC,2007-WB-2,2007,5,27,125208,N, , 
367673,PC,2007-WB-4,2007,6,25,150,N, , 
367674,PC,2007-WB-8,2007,7,22,180,N, , 
367675,PC,2006-WB-3,2006,5,19,2400,N, , 
367676,PC,2006-WB-4,2006,5,19,10,N, , 
367677,PC,2006-WB-8,2006,6,13,30,N, , 
367678,PC,2006-WB-9,2006,6,15,5,N, , 
367679,PC,2006-WB-13,2006,6,19,0.2,N, , 
367680,PC,2006-WB-14,2006,6,19,0.2,N, , 
367681,PC,2006-WB-21,2006,6,27,2,N, , 
367682,PC,2006-WB-23,2006,6,27,0.2,N, , 
367683,PC,2006-WB-24,2006,6,27,90,N, , 
367684,PC,2006-WB-25,2006,6,27,150,N, , 
367685,PC,2006-WB-26,2006,6,27,2,N, , 
367686,PC,2006-WB-29,2006,6,29,0.1,N, , 
367687,PC,2006-WB-33,2006,7,5,0.2,N, , 
367688,PC,2006-WB-41,2006,8,8,1155,N, , 
367689,PC,2006-WB-42,2006,8,8,550,N, , 
367690,PC,2006-WB-43,2006,9,9,0.01,H, , 
367691,PC,2005-WB-8,2005,6,7,1,N, , 
367692,PC,2005-WB-10,2005,6,7,1000,N, , 
367693,PC,2005-WB-19,2005,6,12,1200,N, , 
367694,PC,2005-WB-20,2005,6,29,0.1,N, , 
367695,PC,2004-EI-2,2004,9,13,0.1,H, , 
367696,PC,51WB021,1951,6,25,60.7,N, , 
367697,PC,2004-WB-45,2004,7,24,1730,N, , 
367698,PC,2003-WB-16,2003,8,2,115,N, , 
367699,PC,2000-WB-31,2000,7,25,2,N, , 
367700,PC,51WB085,1951,9,2,404.7,N, , 
367701,PC,55WB098,1955,7,13,24282,N, , 
367702,PC,61WB007,1961,7,13,131.5,N, , 
367703,PC,51WB084,1951,9,3,40.5,N, , 
367704,PC,71WB041,1971,7,5,18.2,N, , 
367705,PC,2004-WB-34,2004,7,16,600,N, , 
367706,PC,2000-WB-1,2000,6,18,43.6,N, , 
367707,PC,69WB004,1969,7,4,0.8,N, , 
367708,PC,69WB035,1969,8,23,0.4,N, , 
367709,PC,70WB026,1970,7,10,4,N, , 
367710,PC,71WB058,1971,8,2,7948.2,N, , 
367711,PC,71WB075,1971,8,5,0.1,N, , 
367712,PC,71WB077,1971,8,11,0.1,N, , 
367713,PC,72WB007,1972,6,21,0.1,N, , 
367714,PC,74WB011,1974,7,7,1.2,N, , 
367715,PC,74WB012,1974,7,7,0,U, , 
367716,PC,2018WB4,2018,6,24,1,N, ,FUL
367717,PC,2018WB5,2018,6,24,0.1,N, ,FUL
367718,PC,2006-WB-1,2006,5,12,0.1,U, , 
367719,PC,2006-WB-16,2006,6,21,6000,U, , 
367720,PC,2006-WB-28,2006,6,29,5,N, , 
367721,PC,2006-WB-30,2006,7,2,0.2,N, , 
367722,PC,2006-WB-44,2006,12,17,0.4,U, , 
367723,PC,2005-WB-11,2005,6,7,13750,N, , 
367724,PC,2018WB1,2018,5,6,12271.6,U, ,MOD
367725,PC,2007-WB-1,2007,5,27,89204,N, , 
367726,PC,2006-WB-17,2006,6,21,1,N, , 
367727,PC,2005-WB-3,2005,6,2,0.5,N, , 
367728,PC,2005-WB-4,2005,6,2,2,N, , 
367729,PC,2005-WB-12,2005,6,7,500,N, , 
367730,PC,2005-WB-13,2005,6,7,100,N, , 
367731,PC,2005-WB-28,2005,7,4,142,N, , 
367732,PC,2005-WB-32,2005,7,4,0.1,N, , 
367733,PC,2018WP1,2018,7,18,50,U, ,MOD
367734,PC,2018WP1,2018,8,16,200,N, ,MOD
367735,PC,2006-WB-6,2006,6,2,0.4,N, , 
367736,PC,2006-WB-7,2006,6,2,0.7,N, , 
367737,PC,2006-WB-18,2006,6,23,14,N, , 
367738,PC,2006-WB-20,2006,6,25,225,N, , 
367739,PC,2006-WB-36,2006,7,10,0.2,N, , 
367740,PC,2018WB2,2018,5,27,2,N, ,MOD
367741,PC,2007-WB-5,2007,7,13,0.2,N, , 
367742,PC,2007-WB-7,2007,7,18,1,N, , 
367743,PC,2005-WB-33,2005,7,4,10,N, , 
367744,PC,2006-WB-5,2006,6,2,1,N, , 
367745,PC,2006-WB-10,2006,6,18,3,N, , 
367746,PC,2006-WB-11,2006,6,18,0.5,N, , 
367747,PC,2006-WB-34,2006,7,6,345,N, , 
367748,PC,2006-WB-35,2006,7,6,4,N, , 
367749,PC,2006-JA-3,2006,5,11,20,H, , 
367750,PC,2006-PA-7,2006,8,29,0.1,H, , 
367751,PC,2007-PA-3,2007,8,5,0.5,N, , 
367752,PC,2006-PA-3,2006,5,18,0.6,N, , 
367753,PC,2006-PA-4,2006,5,18,3,N, , 
367754,PC,2006-PA-5,2006,5,19,4,N, , 
367755,PC,2006-PA-6,2006,7,20,2112,N, , 
367756,PC,2007-PA-2,2007,5,11,27,H, , 
367757,PC,2018JA2,2018,5,1,0.0001,H, ,FUL
367758,PC,2018JA3,2018,5,11,0.0001,H, ,FUL
367759,PC,2018JA5,2018,5,17,0.0001,H, ,FUL
367760,PC,2018JA9,2018,6,3,0.01,H, ,MOD
367761,PC,2018JA10,2018,6,4,0.0001,H, ,FUL
367762,PC,2018JA15,2018,6,27,1.2,H, ,FUL
367763,PC,2018JA18,2018,7,13,0.0001,H, ,FUL
367764,PC,2018JA22,2018,7,25,0.0001,H, ,FUL
367765,PC,2018JA28,2018,8,18,0.01,U, ,FUL
367766,PC,2007-JA-1,2007,3,1,61,H, , 
367767,PC,2007-JA-2,2007,4,12,450,H, , 
367768,PC,2007-JA-3,2007,4,20,0.1,H, , 
367769,PC,2007-JA-4,2007,6,19,0.1,H, , 
367770,PC,2007-JA-5,2007,6,28,0.1,H, , 
367771,PC,2007-JA-7,2007,7,2,0.2,H, , 
367772,PC,2007-JA-8,2007,7,8,0.1,H, , 
367773,PC,2007-JA-9,2007,7,16,0.1,U, , 
367774,PC,2007-JA-10,2007,7,18,0.6,N, , 
367775,PC,2007-JA-12,2007,7,27,0.1,H, , 
367776,PC,2007-JA-13,2007,8,3,0.2,N, , 
367777,PC,2007-JA-14,2007,8,3,0.1,N, , 
367778,PC,2007-JA-15,2007,8,3,0.1,N, , 
367779,PC,2006-JA-1,2006,4,12,21,H, , 
367780,PC,2006-JA-2,2006,4,30,0.25,H, , 
367781,PC,2006-JA-4,2006,5,10,0.2,H, , 
367782,PC,2006-JA-5,2006,5,16,23.1,H, , 
367783,PC,2006-JA-6,2006,5,31,0.1,H, , 
367784,PC,2006-JA-7,2006,6,1,0.1,H, , 
367785,PC,2006-JA-9,2006,6,26,0.1,H, , 
367786,PC,2006-JA-10,2006,6,30,0.3,H, , 
367787,PC,2006-JA-11,2006,7,1,2.5,H, , 
367788,PC,2006-JA-13,2006,7,4,0.1,H, , 
367789,PC,2006-JA-15,2006,7,23,0.1,N, , 
367790,PC,2006-JA-16,2006,7,23,0.1,N, , 
367791,PC,2006-JA-17,2006,7,23,2,N, , 
367792,PC,2005-JA-2,2005,4,25,12,H, , 
367793,PC,2005-JA-3,2005,10,9,0.1,H, , 
367794,PC,2018PA1,2018,4,30,60,H-PB, , 
367795,PC,2018PA5,2018,5,22,0.1,N, ,FUL
367796,PC,2006-PA-2,2006,5,1,10,H, , 
367797,PC,2005-PA-2,2005,5,15,16,H, , 
367798,PC,2018PA2,2018,5,4,50,H-PB, , 
367799,PC,2018PA3,2018,5,4,5,H-PB, , 
367800,PC,2018PA4,2018,5,8,36400,H-PB, ,FUL
367801,PC,2018PA6,2018,6,27,1.2,N, ,FUL
367802,PC,2006-PA-1,2006,4,26,742,H, , 
367803,PC,2005-PA-1,2005,5,14,4.5,H, , 
367804,PC,2006-JA-8,2006,6,26,0.1,H, , 
367805,PC,2006-JA-18,2006,7,23,0.5,N, , 
367806,PC,2018GL1,2018,0,0,0.01,H, ,FUL
367807,PC,2018GL2,2018,7,13,0.1,H, ,FUL
367808,PC,2018GL3,2018,7,31,2324,N, ,MOD
367809,PC,2018GL5,2018,8,6,0.01,H, ,FUL
367810,PC,2018GL4,2018,8,6,0.01,H, ,FUL
367811,PC,2018GL6,2018,8,10,0.1,N, ,MOD
367812,PC,2018GL7,2018,8,11,0.1,N, ,MOD
367813,PC,2018GL10,2018,8,11,201.5,N, ,MOD
367814,PC,2018GL8,2018,8,13,0.1,N, ,FUL
367815,PC,2018GL9,2018,8,19,0.01,H, ,FUL
367816,PC,2018KO8,2018,8,11,0.35,N, ,FUL
367817,PC,2018RE2,2018,7,18,4.33,N, ,FUL
367818,PC,2018RE3,2018,7,18,0.1,N, ,MOD
367819,PC,2018RE4,2018,7,18,0.1,N, ,FUL
367820,PC,2018RE5,2018,7,27,340,N, ,MOD
367821,PC,2018RE6,2018,8,11,0.1,N, ,MOD
367822,PC,2007-GL-1,2007,8,4,0.01,N, , 
367823,PC,2006-GL-1,2006,7,17,0.3,N, , 
367824,PC,2006-GL-2,2006,6,27,0.5,N, , 
367825,PC,2006-GL-4,2006,7,24,0.3,N, , 
367826,PC,2006-GL-5,2006,7,24,0.1,N, , 
367827,PC,2006-GL-6,2006,7,24,0.1,N, , 
367828,PC,2006-GL-7,2006,7,26,0.1,N, , 
367829,PC,2006-GL-8,2006,7,26,0.25,N, , 
367830,PC,2006-GL-9,2006,7,30,0.2,N, , 
367831,PC,2006-GL-10,2006,8,23,0.01,N, , 
367832,PC,2004-GL-1,2004,7,15,7.5,N, , 
367833,PC,2004-GL-2,2004,7,15,0.5,N, , 
367834,PC,2004-GL-3,2004,7,15,0.1,N, , 
367835,PC,2006-EI-1,2006,5,11,0.2,H, , 
367836,PC,2005-EI-1,2005,5,3,0.2,H, , 
367837,PC,2004-EI-1,2004,4,30,2432,H, , 
367838,PC,2007-PA-1,2007,5,3,7,H, , 
367839,PC,2006-BT-1,2006,4,20,0.5,U, , 
367840,PC,2006-JA-14,2006,7,21,1600,N, , 
367841,PC,2018BA6,2018,5,20,0.2,H, ,FUL
367842,PC,2018BA8,2018,5,21,0.01,H, ,FUL
367843,PC,2018BA9,2018,5,22,0.01,H, ,FUL
367844,PC,2018BA10,2018,5,26,0.01,H, ,FUL
367845,PC,2018BA16,2018,7,7,0.01,H, ,FUL
367846,PC,2018BA18,2018,7,19,0.1,N, ,MOD
367847,PC,2018BA20,2018,7,19,0.01,N, ,FUL
367848,PC,2018BA19,2018,7,19,0.1,N, ,FUL
367849,PC,2018BA21,2018,7,22,0.01,H, ,FUL
367850,PC,2018BA22,2018,7,27,0.01,N, ,FUL
367851,PC,2018BA23,2018,8,1,0.3,N, ,FUL
367852,PC,2018BA24,2018,8,8,0.01,N, ,FUL
367853,PC,2018BA25,2018,8,8,0.01,H, ,FUL
367854,PC,2018BA26,2018,8,10,0.01,U, ,FUL
367855,PC,2018BA27,2018,8,11,1,N, ,FUL
367856,PC,2018BA28,2018,8,11,0.1,N, ,FUL
367857,PC,2018JA14,2018,6,17,0.01,H, ,FUL
367858,PC,2018JA20,2018,7,17,0.0001,H, ,FUL
367859,PC,2007-BA-2,2007,4,11,0.1,H, , 
367860,PC,2007-BA-3,2007,5,9,0.1,H, , 
367861,PC,2007-BA-6,2007,6,1,300,H, , 
367862,PC,2007-BA-11,2007,7,29,0.1,H, , 
367863,PC,2007-BA-13,2007,9,11,12,H, , 
367864,PC,2007-JA-6,2007,7,2,1.6,H, , 
367865,PC,2007-JA-11,2007,7,18,0.1,N, , 
367866,PC,2006-BA-1,2006,3,25,1300,H, , 
367867,PC,2006-BA-7,2006,7,1,0.01,H, , 
367868,PC,2006-BA-8,2006,7,5,0.01,H, , 
367869,PC,2006-BA-9,2006,7,24,0.1,N, , 
367870,PC,2006-BA-11,2006,8,5,0.3,H, , 
367871,PC,2006-JA-19,2006,9,10,0.1,H, , 
367872,PC,2005-BA-2,2005,4,22,0.01,H, , 
367873,PC,2005-BA-3,2005,4,16,650,H, , 
367874,PC,2005-BA-7,2005,8,10,0.001,H, , 
367875,PC,2005-JA-1,2005,4,24,6,H, , 
367876,PC,2005-KO-2,2005,5,31,0.1,N, , 
367877,PC,2005-KO-3,2005,5,31,0.1,N, , 
367878,PC,2004-BA-3,2004,6,17,0.1,H, , 
367879,PC,2004-BA-6,2004,7,17,0.1,H, , 
367880,PC,2004-BA-7,2004,8,12,0.3,N, , 
367881,PC,2004-BA-8,2004,8,17,0.01,H, , 
367882,PC,2007-BA-1,2007,3,26,60,H, , 
367883,PC,2006-JA-12,2006,7,3,0.1,H, , 
367884,PC,2007-JA-16,2007,8,10,1,N, , 
367885,PC,2006-BA-12,2006,8,29,0.2,N, , 
367886,PC,2018JA21,2018,7,17,0.0001,H, ,FUL
367887,PC,2018YO10,2018,9,2,0.001,H, ,FUL
367888,PC,2005-RM-5,2005,5,20,7,N, , 
367889,PC,2005-BA-5,2005,5,23,0.1,H, , 
367890,PC,2018KO3,2018,7,27,445,N, ,FUL
367891,PC,2018KO5,2018,7,31,0.2,N, ,FUL
367892,PC,2018KO6,2018,7,31,3600,N, ,FUL
367893,PC,2018KO9,2018,9,20,0.01,H, ,FUL
367894,PC,2018YO1,2018,5,20,0.01,H, ,FUL
367895,PC,2018YO2,2018,5,25,0.01,U, ,FUL
367896,PC,2018YO3,2018,6,22,0.1,N, ,FUL
367897,PC,2018YO4,2018,7,19,0.2,N, ,FUL
367898,PC,2018YO5,2018,7,19,0.001,N, ,FUL
367899,PC,2018YO6,2018,7,19,0.001,N, ,FUL
367900,PC,2018YO7,2018,7,22,0.01,N, ,FUL
367901,PC,2018YO8,2018,8,2,0.01,N, ,FUL
367902,PC,2018YO9,2018,8,7,1,N, ,FUL
367903,PC,2018KO4,2018,7,31,0.3,N, ,FUL
367904,PC,2007-KO-1,2007,7,15,0.1,N, , 
367905,PC,2007-KO-2,2007,7,31,0.5,U, , 
367906,PC,2007-YO-1,2007,7,17,0.1,N, , 
367907,PC,2006-KO-1,2006,4,20,9.1,H, , 
367908,PC,2006-KO-2,2006,5,19,1.4,N, , 
367909,PC,2006-KO-3,2006,7,27,0.1,N, , 
367910,PC,2006-KO-4,2006,7,30,0.1,N, , 
367911,PC,2006-KO-5,2006,9,5,250,H, , 
